ilename,text_flow_score,writing_standard_score,structure_score,references_score,formulas_score,images_and_tables_score,pdf_length_score,word_count_score,title_score,total_score
C001.pdf,7,5.612586476232984,4.0,10,10,7,0.0,7,3.9393939393939394,54.55198041562692
C002.pdf,7,5.647699041760321,0.75,10,10,10,2.0229999999999997,10,4.242424242424242,59.66312328418456
C003.pdf,7,5.56898928836568,4.0,9,10,10,0.0,10,4.242424242424242,59.81141353078992
C004.pdf,7,4.524011128583525,4.5,10,10,5,1.0760000000000005,10,5.37190082644628,57.4719119550298
C005.pdf,7,5.095571991163192,4.0,10,10,10,0.0,10,3.6363636363636367,59.73193562752682
C006.pdf,7,5.574123097286565,4.0,10,6,10,5.083,10,6.828777283322738,64.48590038060931
C007.pdf,7,4.894610627287644,4.0,4,5,0,0.0,10,4.848484848484849,39.7430954757725
C008.pdf,7,5.420495521693614,3.75,10,10,8,10.0,10,2.121212121212121,66.29170764290573
C009.pdf,7,5.243981782693559,3.75,10,10,7,3.069000000000001,10,4.242424242424242,60.305406025117804
C010.pdf,7,5.988407565588774,5.0,10,10,3,8.479333333333333,10,0.9090909090909092,60.37683180801301
C011.pdf,7,5.390098099325567,1.75,10,10,10,0.0,10,5.068870523415978,59.20896862274155
C012.pdf,7,5.431378569235493,1.75,1,10,6,0.0,8,6.129476584022039,45.31085515325753
C013.pdf,7,5.312331233123312,4.75,1,4,2,0.3470000000000013,10,4.848484848484849,39.25781608160816
C014.pdf,7,4.968041836141778,4.5,2,10,7,0.0,10,3.6363636363636367,49.10440547250542
C015.pdf,7,5.086826347305388,2.75,4,10,10,0.0,9,4.242424242424242,52.07925058972963
C016.pdf,7,5.444697833523375,4.5,0,10,5,0.0,9,5.8264462809917354,46.77114411451511
C017.pdf,7,5.837513631406761,1.0,10,10,10,2.1029999999999998,10,5.37190082644628,61.312414457853045
C018.pdf,7,5.355171144644829,3.75,0,2,10,7.51,8,4.545454545454545,48.16062569009937
C019.pdf,7,5.477331606217617,4.25,10,10,7,4.837666666666666,10,2.121212121212121,60.686210394096406
C020.pdf,7,5.230959097320169,4.0,0,8,3,0.8360000000000003,10,3.0303030303030303,41.0972621276232
C021.pdf,7,4.903256574465186,3.5,10,10,2,0.0,10,5.068870523415978,52.47212709788117
C022.pdf,7,5.563077939233818,3.75,0,10,10,5.8309999999999995,7,3.6363636363636367,52.780441575597465
C023.pdf,7,5.761150018429783,2.5,1,1,0,1.4699999999999989,2,5.37190082644628,26.10305084487606
C024.pdf,7,5.874439461883409,4.0,3,1,3,0.0,0,3.9393939393939394,27.81383340127735
C025.pdf,7,5.029667831198359,1.5,0,10,10,0.0,10,5.247933884297521,48.777601715495884
C026.pdf,7,5.314798653534472,3.0,7,10,10,4.5280000000000005,10,5.068870523415978,61.91166917695044
C027.pdf,7,5.514247971315342,1.0,10,10,10,0.0,10,4.242424242424242,57.756672213739584
C028.pdf,7,5.794172932330826,4.75,0,10,7,6.715,8,3.9393939393939394,53.198566871724765
C029.pdf,7,5.639374425022999,3.75,10,10,5,8.867,10,3.333333333333333,63.58970775835633
C030.pdf,7,5.672837308650766,3.0,0,10,0,0.504999999999999,10,5.37190082644628,41.549738135097044
C031.pdf,7,5.495824634655532,4.0,10,10,10,0.36599999999999966,10,3.333333333333333,60.19515796798887
C032.pdf,7,5.510002469745617,4.0,0,10,10,0.0,6,2.727272727272727,45.23727519701834
C033.pdf,7,5.406011664423508,3.75,7,1,8,1.1500000000000004,9,3.6363636363636367,45.94237530078715
C034.pdf,8,6.086956521739131,2.5,0,0,0,0.0,0,0.0,16.586956521739133
C035.pdf,7,5.361226611226612,4.75,10,10,10,0.0,10,1.8181818181818183,58.92940842940843
C036.pdf,7,5.43834974214721,1.5,0,5,8,0.0,2,3.333333333333333,32.271683075480546
C037.pdf,7,5.389041781336003,4.0,10,10,9,1.4939999999999998,10,3.9393939393939394,60.82243572072994
C038.pdf,7,5.946587537091989,4.0,2,0,0,0.0,4,3.9393939393939394,26.88598147648593
C039.pdf,7,5.869947275922671,0.0,0,0,0,0.0,0,0.9090909090909092,13.77903818501358
C040.pdf,7,5.467445742904841,4.25,7,10,10,3.101000000000001,10,4.848484848484849,61.66693059138969
C041.pdf,7,5.9709379128137385,4.5,0,4,0,1.6870000000000012,2,2.4242424242424243,27.582180337056165
C042.pdf,7,5.28235511942233,5.0,10,10,10,5.231999999999999,10,4.848484848484849,67.36283996790718
C043.pdf,7,5.266382978723404,4.5,10,10,10,0.0,9,4.242424242424242,60.00880722114764
C044.pdf,7,5.3585042657469595,2.5,8,10,10,3.4800000000000004,10,5.37190082644628,61.71040509219324
C045.pdf,7,5.474224658294595,1.5,10,10,10,4.680999999999999,10,6.250264886628524,64.90548954492311
C046.pdf,7,5.384492915140902,3.5,6,10,10,2.232,10,2.727272727272727,56.84376564241363
C047.pdf,7,5.743414719523935,4.5,10,10,10,7.991999999999999,10,1.5151515151515151,66.75056623467545
C048.pdf,7,5.264518352576254,3.5,10,10,10,4.401666666666666,10,5.674931129476583,65.8411161487195
C049.pdf,7,5.528804815133276,2.25,10,10,10,0.054999999999999716,10,3.6363636363636367,58.47016845149692
C050.pdf,7,5.737605804111245,4.0,7,10,7,0.0,10,4.242424242424242,54.98003004653549
C051.pdf,7,5.572060324299807,4.0,2,10,10,3.904,10,3.6363636363636367,56.11242396066345
C052.pdf,7,5.206283118849356,4.0,10,10,10,4.1370000000000005,10,4.242424242424242,64.58570736127359
C053.pdf,7,5.6060606060606055,3.5,0,10,7,2.8810000000000002,10,2.727272727272727,48.714333333333336
C054.pdf,7,5.7742561788319255,4.5,10,10,10,3.0519999999999996,10,6.129476584022039,66.45573276285397
C055.pdf,7,5.359537147580127,3.5,10,10,10,8.69,10,5.8264462809917354,70.37598342857186
C056.pdf,7,5.376626101552665,4.0,0,10,10,8.850666666666667,10,1.8181818181818183,57.045474586401156
C057.pdf,7,5.8369665741841725,3.75,2,10,5,0.0,10,4.848484848484849,48.435451422669026
C058.pdf,7,5.1550832854681214,4.5,10,10,6,0.0,10,5.8264462809917354,58.481529566459855
C059.pdf,7,5.701225086853173,2.0,4,10,9,0.0,10,5.247933884297521,52.949158971150695
C060.pdf,7,5.394316163410302,2.25,9,10,10,4.561,10,5.068870523415978,63.27418668682628
C061.pdf,7,5.394338380513496,5.0,0,10,2,10.0,10,3.6363636363636367,53.03070201687713
C062.pdf,7,5.951825951825952,4.5,0,6,0,2.5519999999999996,3,2.121212121212121,31.125038073038073
C063.pdf,7,5.79334916864608,3.0,8,10,9,0.0,3,3.6363636363636367,49.429712805009714
C064.pdf,7,5.816917728852839,4.0,0,10,8,0.0,6,4.242424242424242,45.059341971277085
C065.pdf,7,5.732168470465511,4.5,2,10,10,5.465,10,5.37190082644628,60.06906929691179
C066.pdf,7,4.861062258177981,4.5,10,10,4,0.7970000000000006,10,4.4903581267217625,55.64842038489974
C067.pdf,7,5.413156839149619,4.5,1,3,3,7.943,9,2.727272727272727,43.583429566422346
C068.pdf,7,5.607015791773298,3.5,10,10,10,7.102,10,4.545454545454545,67.75447033722784
C069.pdf,7,5.338327694538424,3.0,0,10,10,10.0,10,3.6363636363636367,58.97469133090206
C070.pdf,7,5.535126766015096,4.25,0,10,2,1.3419999999999987,9,4.848484848484849,43.97561161449995
C071.pdf,7,5.318980319640735,3.5,8,10,7,0.0,10,3.9393939393939394,54.758374259034674
C072.pdf,7,5.682116309575863,4.5,1,10,10,1.1900000000000013,10,6.129476584022039,55.501592893597895
C073.pdf,7,5.092877719280819,4.0,8,10,10,0.0,10,5.523415977961433,59.616293697242256
C074.pdf,7,4.924874791318865,1.0,0,2,1,0.0,0,3.0303030303030303,18.955177821621895
C075.pdf,7,5.493496557000766,2.75,1,10,10,0.0,10,6.250264886628524,52.49376144362929
C076.pdf,7,5.578286644193886,5.5,0,10,10,2.386,10,5.068870523415978,55.53315716760987
C077.pdf,7,4.7063916876574305,3.75,10,10,10,4.617000000000001,10,4.545454545454545,64.61884623311198
C078.pdf,7,5.365211669225708,3.25,10,10,10,1.6790000000000003,10,5.37190082644628,62.66611249567199
C079.pdf,7,5.323416723011043,3.75,9,10,8,1.2699999999999996,10,3.9393939393939394,58.282810662404984
C080.pdf,7,5.92612769666594,4.5,0,10,10,3.3529999999999998,10,5.37190082644628,56.151028523112224
C081.pdf,7,5.267175572519084,5.0,10,10,10,0.0,5,4.848484848484849,57.11566042100393
C082.pdf,7,5.43232396935425,3.0,10,10,10,0.0,8,3.9393939393939394,57.37171790874819
C083.pdf,7,5.447900466562986,4.0,10,6,3,0.8559999999999999,10,4.848484848484849,51.15238531504784
C084.pdf,7,5.430036979601574,4.5,7,10,10,8.167,10,3.9393939393939394,66.03643091899552
C085.pdf,7,5.3375852210248524,4.0,7,10,10,0.0,10,6.432506887052342,59.77009210807719
C086.pdf,7,5.096050407253728,1.5,2,10,6,0.0,10,4.462809917355371,46.0588603246091
C087.pdf,7,5.519542421353671,4.5,0,10,10,0.0,10,5.8264462809917354,52.84598870234541
C088.pdf,7,5.190003153579312,2.5,7,10,10,2.7729999999999997,10,5.94723458359822,60.410237737177525
C089.pdf,7,5.20069137699251,3.5,10,10,10,5.434333333333332,10,5.674931129476583,66.80995583980243
C090.pdf,7,5.937912813738441,3.75,7,2,1,2.314,3,3.6363636363636367,35.63827645010208
C091.pdf,7,5.5018065034122845,2.25,10,10,10,6.775,10,2.727272727272727,64.25407923068501
C092.pdf,7,5.454545454545454,3.5,10,10,10,1.0599999999999987,10,4.765840220385675,61.78038567493113
C093.pdf,7,5.917485265225934,3.75,0,4,0,0.0,0,1.8181818181818183,22.485667083407755
C094.pdf,7,5.490196078431373,4.0,0,6,0,0.0,0,2.727272727272727,25.2174688057041
C095.pdf,7,5.11959037665708,2.75,10,10,10,3.1229999999999993,10,5.523415977961433,63.51600635461851
C096.pdf,7,5.691756965944272,4.0,10,10,10,5.08,10,3.333333333333333,65.1050902992776
C097.pdf,7,5.420598544081963,3.25,4,10,10,0.0,10,4.765840220385675,54.43643876446764
C098.pdf,7,5.623718386876282,4.75,10,8,9,0.16999999999999993,10,2.727272727272727,57.27099111414901
C099.pdf,7,5.674723061430011,1.25,0,7,5,0.0,0,1.2121212121212122,27.136844273551223
C100.pdf,7,6.068796068796068,1.75,0,9,2,0.0,0,2.727272727272727,28.546068796068795
C101.pdf,7,5.092932257275617,3.5,9,10,10,3.0589999999999993,10,5.37190082644628,63.0238330837219
C102.pdf,7,4.792568542568542,3.5,0,10,8,0.0,8,3.6363636363636367,44.928932178932186
C103.pdf,7,5.438586259185816,3.75,7,10,10,4.711,10,3.6363636363636367,61.53594989554945
C104.pdf,7,5.641723356009071,4.0,10,10,10,2.5519999999999996,10,4.242424242424242,63.43614759843331
C105.pdf,7,4.898640591461961,4.25,10,10,10,1.8680000000000003,10,4.242424242424242,62.25906483388621
C106.pdf,7,5.155465515722717,3.75,10,10,10,10.0,10,5.068870523415978,70.97433603913869
C107.pdf,7,5.323801513877208,1.5,0,10,9,0.0,10,2.727272727272727,45.551074241149934
C108.pdf,7,4.791313875884052,4.25,1,10,10,8.190666666666667,10,3.0303030303030303,58.26228357285375
C109.pdf,7,4.90943869926475,2.25,10,10,10,2.9480000000000004,10,7.478127932673386,64.58556663193814
C110.pdf,7,5.199086161879896,3.75,10,10,10,0.9819999999999993,10,1.8181818181818183,58.74926798006172
C111.pdf,7,4.5442598329109165,4.0,10,10,10,0.0,10,3.0303030303030303,58.57456286321395
C112.pdf,7,5.477150537634409,3.75,0,10,10,5.721,6,3.0303030303030303,50.978453567937436
C113.pdf,7,5.386229639252523,3.75,0,10,10,0.4089999999999989,10,2.121212121212121,48.666441760464636
C114.pdf,7,5.3172620986715895,4.0,10,10,10,3.7859999999999996,10,3.6363636363636367,63.73962573503523
C115.pdf,7,5.237273511647972,4.5,2,10,9,0.4559999999999995,10,5.37190082644628,53.56517433809425
C116.pdf,7,4.51701034280882,3.25,10,10,10,0.0,10,6.828777283322738,61.59578762613155
C117.pdf,7,5.240729358737964,3.5,10,10,10,6.177,10,5.674931129476583,67.59266048821455
C118.pdf,8,5.458316051430941,4.75,1,10,2,1.0359999999999996,4,2.727272727272727,38.97158877870367
C119.pdf,7,5.78387458006719,1.5,3,10,8,0.15800000000000125,8,2.727272727272727,46.16914730733992
C120.pdf,7,5.594594594594594,0.75,2,10,10,1.2970000000000006,10,4.242424242424242,50.884018837018836
C121.pdf,7,5.648475475033142,3.0,0,10,10,0.0,10,3.333333333333333,48.98180880836647
C122.pdf,7,5.396732788798133,3.75,0,10,2,0.0,1,5.37190082644628,34.51863361524441
C123.pdf,7,5.655711031565246,3.75,0,2,3,0.0,4,3.9393939393939394,29.345104970959184
C124.pdf,7,5.85743566385789,3.75,10,10,9,0.0,6,3.6363636363636367,55.243799300221525
C125.pdf,7,5.48762927084697,2.25,4,10,10,0.0,10,5.8264462809917354,54.5640755518387
C126.pdf,7,5.414752116082226,3.5,7,10,7,0.0,10,4.545454545454545,54.46020666153677
C127.pdf,7,5.46486691055885,3.5,6,10,9,9.766,10,3.0303030303030303,63.76116994086188
C128.pdf,7,5.065854137998821,2.0,10,10,8,0.0,10,2.727272727272727,54.793126865271546
C129.pdf,7,5.754614549402824,3.25,1,0,7,0.0,1,4.848484848484849,29.85309939788767
C130.pdf,7,5.318188101930787,3.5,10,10,10,1.0809999999999995,10,3.333333333333333,60.232521435264125
C131.pdf,7,5.250802384227419,5.0,2,10,10,0.0,10,6.828777283322738,56.079579667550156
C132.pdf,7,5.353273451245486,1.75,10,10,10,2.3609999999999998,10,3.333333333333333,59.79760678457882
C133.pdf,7,5.28476821192053,1.5,3,10,5,1.7080000000000002,10,3.0303030303030303,46.52307124222356
C134.pdf,7,5.617194689102143,1.5,10,10,9,2.9619999999999997,10,4.848484848484849,60.92767953758699
C135.pdf,7,4.932892835019616,4.0,5,4,0,7.2059999999999995,8,2.727272727272727,42.866165562292345
C136.pdf,7,5.325963718820862,1.0,0,10,7,0.0,6,2.121212121212121,38.44717584003298
C137.pdf,7,5.992190768372612,3.75,3,10,10,0.0,10,5.674931129476583,55.41712189784919
C138.pdf,7,5.260357891342898,0.75,10,10,10,7.542,8,0.9090909090909092,59.46144880043381
C139.pdf,7,5.846774193548388,2.75,0,0,0,0.0,0,0.9090909090909092,16.505865102639298
C140.pdf,7,5.456216577540108,1.75,1,10,6,0.29100000000000037,10,2.727272727272727,44.224489304812835
C141.pdf,7,5.185599152891347,2.5,7,10,10,3.167,10,6.553295189658826,61.40589434255018
C142.pdf,7,6.180237877401646,3.75,3,10,8,3.2430000000000003,4,2.727272727272727,47.90051060467437
C143.pdf,7,4.9991018501886115,4.5,10,10,1,7.677,10,3.0303030303030303,58.20640488049164
C144.pdf,7,5.157695223654284,4.5,6,10,10,2.125,10,4.848484848484849,59.63118007213914
C145.pdf,7,4.866274179983179,2.25,10,10,10,0.2530000000000001,10,5.068870523415978,59.43814470339916
C146.pdf,7,5.546707503828484,4.75,9,10,10,6.857666666666667,10,3.6363636363636367,66.79073780685879
C147.pdf,7,5.216580928949527,2.75,0,10,10,1.077,10,4.545454545454545,50.58903547440407
C148.pdf,7,5.284946236559139,2.75,7,10,7,1.2959999999999994,10,4.242424242424242,54.57337047898338
C149.pdf,7,5.647332158307964,4.25,8,10,10,1.3350000000000009,10,5.37190082644628,61.60423298475424
C150.pdf,7,5.282151070228197,3.75,0,10,10,9.166,10,2.727272727272727,57.92542379750092
C151.pdf,7,5.325339282394497,4.5,10,10,10,7.687333333333333,10,3.0303030303030303,67.54297564603087
C152.pdf,7,5.764633772601901,0.75,0,7,10,1.0599999999999987,2,0.9090909090909092,34.483724681692806
C153.pdf,7,5.518953983377255,3.5,10,10,9,2.1630000000000003,10,2.4242424242424243,59.60619640761968
C154.pdf,7,5.465702844661708,4.75,10,10,10,1.032,10,4.848484848484849,63.096187693146554
C155.pdf,7,5.411399591249716,4.25,10,10,10,7.019,10,3.0303030303030303,66.71070262155274
C156.pdf,7,5.410248958636056,4.5,10,10,10,0.0,10,4.848484848484849,61.75873380712091
C157.pdf,7,5.812514870330716,3.5,0,7,10,0.3990000000000009,7,6.129476584022039,46.84099145435275
C158.pdf,7,5.418633106100332,3.5,3,10,5,0.6699999999999999,10,4.545454545454545,49.13408765155488
C159.pdf,7,5.888954518606024,2.25,0,2,2,0.0,0,4.545454545454545,23.684409064060567
C160.pdf,7,5.73507613529174,3.75,5,10,10,8.301,9,5.37190082644628,64.15797696173803
C161.pdf,7,5.464051289879408,2.25,3,10,7,0.0,10,3.333333333333333,48.04738462321274
C162.pdf,7,5.466414380321664,4.0,10,10,7,0.0,8,3.333333333333333,54.799747713655
C163.pdf,7,5.0606884057971016,4.5,10,10,10,0.0,10,5.37190082644628,61.93258923224338
C164.pdf,7,4.7879928670497325,4.5,6,10,10,6.474,10,3.333333333333333,62.09532620038306
C165.pdf,7,6.037252221462747,4.0,2,7,7,5.186999999999999,6,5.977961432506886,50.202213653969636
C166.pdf,7,4.949053857350801,1.75,0,10,10,2.4160000000000004,10,3.333333333333333,49.44838719068414
C167.pdf,7,5.979158724107256,3.75,3,10,10,3.1099999999999994,10,5.674931129476583,58.51408985358384
C168.pdf,6,0.0,0.0,0,0,0,0.0,0,0.0,6.0
C169.pdf,7,5.4166054371785455,1.75,6,10,10,0.0,9,2.727272727272727,51.89387816445127
C170.pdf,7,4.9504950495049505,3.25,1,10,10,5.093,10,4.242424242424242,55.5359192919292
C171.pdf,7,5.524675324675324,1.5,5,10,7,0.0,5,2.727272727272727,43.751948051948055
C172.pdf,7,5.675615337389072,4.5,10,10,10,1.9580000000000002,10,4.848484848484849,63.982100185873925
C173.pdf,7,5.434811037007977,4.0,1,10,10,0.0,10,6.129476584022039,53.56428762103001
C174.pdf,7,5.364778847723192,3.25,10,10,10,1.748000000000001,10,3.6363636363636367,60.99914248408683
C175.pdf,7,5.410146989094358,2.5,5,10,10,8.742,10,3.6363636363636367,62.288510625458
C176.pdf,7,6.074121610781326,3.25,3,10,10,6.340999999999999,7,4.242424242424242,56.90754585320557
C177.pdf,7,4.991011948820979,2.75,5,10,10,0.0,10,5.37190082644628,55.11291277526726
C178.pdf,8,4.514932656646496,2.75,1,7,10,6.704000000000001,7,2.727272727272727,49.69620538391922
C179.pdf,7,5.433396519041875,1.75,6,10,10,1.875,10,7.267984540711813,59.32638105975369
C180.pdf,7,4.596395951616884,4.0,10,10,7,4.430999999999999,10,4.242424242424242,61.269820194041124
C181.pdf,7,5.86870026525199,4.5,2,5,0,0.05799999999999983,1,2.727272727272727,28.153972992524714
C182.pdf,7,5.674849555831503,5.25,10,10,10,6.2170000000000005,10,3.9393939393939394,68.08124349522544
C183.pdf,7,5.851410747199774,5.0,1,10,0,0.0,10,3.9393939393939394,42.79080468659371
C184.pdf,7,4.893677346186561,2.25,0,0,0,0.0,4,3.333333333333333,21.477010679519893
C185.pdf,7,5.40638111035223,4.25,10,10,10,4.737,10,6.129476584022039,67.52285769437427
C186.pdf,7,5.2313197580301605,4.0,0,10,1,0.8559999999999999,10,6.432506887052342,44.5198266450825
C187.pdf,8,5.555773570097125,4.25,10,10,9,3.5,10,5.37190082644628,65.67767439654341
C188.pdf,7,5.990975355779243,2.75,0,7,0,0.0,2,3.9393939393939394,28.68036929517318
C189.pdf,7,5.6513285806869735,2.5,0,8,0,0.0,9,3.333333333333333,35.48466191402031
C190.pdf,7,5.455506235468189,4.0,0,10,9,0.0,5,3.9393939393939394,44.39490017486213
C191.pdf,7,5.496267625103677,3.5,7,10,0,0.0,3,2.121212121212121,38.117479746315794
C192.pdf,7,5.532820224016018,5.0,10,10,10,4.054,10,6.828777283322738,68.41559750733876
C193.pdf,7,5.587799456655964,3.25,2,10,10,0.8330000000000002,10,2.121212121212121,50.79201157786808
C194.pdf,7,5.077346167067721,3.5,3,10,10,2.521,10,5.068870523415978,56.1672166904837
C195.pdf,7,5.362318840579711,4.5,6,10,10,0.9570000000000007,10,4.848484848484849,58.66780368906456
C196.pdf,7,5.92863475177305,4.5,0,10,4,1.9130000000000003,10,4.848484848484849,48.1901196002579
C197.pdf,7,5.161290322580645,2.25,0,4,0,0.0,0,3.0303030303030303,21.441593352883675
C198.pdf,7,5.170777988614801,4.0,10,10,10,3.519,10,5.37190082644628,65.06167881506109
C199.pdf,7,5.8222849083215795,4.0,0,8,1,3.476000000000001,4,3.0303030303030303,36.32858793862461
C200.pdf,7,5.611721611721611,5.0,0,10,5,2.9080000000000004,10,2.4242424242424243,47.943964035964036
